IDdistrict,year,month,day,maxtemp,mintemp,sunnyhours,daytype
1-1-1-8,2020,6,27,43,36,9,RAINY
1-1-1-8,2020,6,28,-5,-8,6,SUNNY
1-1-1-8,2020,7,1,2,-3,4,SUNNY
1-1-1-8,2020,7,2,22,7,7,CLOUDY
1-1-1-8,2020,7,3,25,-4,5,CLOUDY
1-1-1-8,2020,7,4,26,19,9,SUNNY
1-1-1-8,2020,7,5,8,-1,12,RAINY
1-1-1-8,2020,7,6,9,-7,2,RAINY
1-1-1-8,2020,7,7,8,-2,4,CLOUDY
1-1-1-8,2020,7,8,49,-7,6,RAINY
1-1-1-8,2020,7,9,42,33,1,SNOWY
1-1-1-8,2020,7,10,32,-10,3,SNOWY
1-1-1-8,2020,7,11,47,25,6,SUNNY
1-1-1-8,2020,7,12,31,25,12,CLOUDY
1-1-1-8,2020,7,13,8,-8,9,SNOWY
1-1-1-8,2020,7,14,38,9,6,CLOUDY
1-1-1-8,2020,7,15,3,-10,5,RAINY
1-1-1-8,2020,7,16,30,25,8,RAINY
1-1-1-8,2020,7,17,33,33,5,SNOWY
1-1-1-8,2020,7,18,0,-3,11,SNOWY
1-1-1-8,2020,7,19,39,10,7,RAINY
1-1-1-8,2020,7,20,44,28,6,SUNNY
1-1-1-8,2020,7,21,13,10,0,CLOUDY
1-1-1-8,2020,7,22,50,37,12,RAINY
1-1-1-8,2020,7,23,26,1,6,CLOUDY
1-1-1-8,2020,7,24,22,2,5,CLOUDY
1-1-1-8,2020,7,25,46,39,10,SNOWY
1-1-1-8,2020,7,26,17,-4,11,SNOWY
1-1-1-8,2020,7,27,1,-3,11,SNOWY
1-1-1-8,2020,7,28,40,-10,10,CLOUDY
1-1-1-8,2020,8,1,43,37,3,CLOUDY
1-1-1-8,2020,8,2,33,31,6,RAINY
1-1-1-8,2020,8,3,29,10,10,SUNNY
1-1-1-8,2020,8,4,12,-5,9,SUNNY
1-1-1-8,2020,8,5,25,-5,6,SUNNY
1-1-1-8,2020,8,6,21,-2,0,SUNNY
1-1-1-8,2020,8,7,46,27,4,CLOUDY
1-1-1-8,2020,8,8,-9,-10,1,RAINY
1-1-1-8,2020,8,9,5,-7,6,SUNNY
1-1-1-8,2020,8,10,30,29,0,SNOWY
1-1-1-8,2020,8,11,19,5,12,SUNNY
1-1-1-8,2020,8,12,1,-2,12,RAINY
1-1-1-8,2020,8,13,42,-8,5,RAINY
1-1-1-8,2020,8,14,37,-7,0,CLOUDY
1-1-1-8,2020,8,15,39,10,7,SNOWY
1-1-1-8,2020,8,16,25,9,2,CLOUDY
1-1-1-8,2020,8,17,5,-8,10,SUNNY
1-1-1-8,2020,8,18,25,8,1,SUNNY
1-1-1-8,2020,8,19,45,3,9,SNOWY
1-1-1-8,2020,8,20,17,0,3,CLOUDY
1-1-1-8,2020,8,21,32,-7,8,SUNNY
1-1-1-8,2020,8,22,26,16,11,CLOUDY
1-1-1-8,2020,8,23,26,-9,10,CLOUDY
1-1-1-8,2020,8,24,42,-8,10,RAINY
1-1-1-8,2020,8,25,0,-9,4,SUNNY
1-1-1-8,2020,8,26,50,-7,11,RAINY
1-1-1-8,2020,8,27,7,4,9,SUNNY
1-1-1-8,2020,8,28,22,-7,3,SNOWY
1-1-1-8,2020,9,1,17,-5,2,SUNNY
1-1-1-8,2020,9,2,0,-10,11,RAINY
1-1-1-8,2020,9,3,26,4,2,SUNNY
1-1-1-8,2020,9,4,16,-6,11,RAINY
1-1-1-8,2020,9,5,-1,-8,7,RAINY
1-1-1-8,2020,9,6,25,-5,5,RAINY
1-1-1-8,2020,9,7,40,40,5,SNOWY
1-1-1-8,2020,9,8,-7,-8,5,CLOUDY
1-1-1-8,2020,9,9,13,6,1,SUNNY
1-1-1-8,2020,9,10,39,25,12,SNOWY
1-1-1-8,2020,9,11,3,3,10,RAINY
1-1-1-8,2020,9,12,25,-3,12,SUNNY
1-1-1-8,2020,9,13,36,10,2,SNOWY
1-1-1-8,2020,9,14,-7,-8,5,SUNNY
1-1-1-8,2020,9,15,18,9,0,SUNNY
1-1-1-8,2020,9,16,35,0,1,CLOUDY
1-1-1-8,2020,9,17,9,-10,8,SNOWY
1-1-1-8,2020,9,18,21,0,4,CLOUDY
1-1-1-8,2020,9,19,41,39,10,CLOUDY
1-1-1-8,2020,9,20,-6,-9,8,SUNNY
1-1-1-8,2020,9,21,32,1,9,SNOWY
1-1-1-8,2020,9,22,13,11,5,RAINY
1-1-1-8,2020,9,23,23,10,2,SUNNY
1-1-1-8,2020,9,24,-5,-7,12,SNOWY
1-1-1-8,2020,9,25,-2,-10,8,SUNNY
1-1-1-8,2020,9,26,-2,-4,0,CLOUDY
1-1-1-8,2020,9,27,15,-10,7,SNOWY
1-1-1-8,2020,9,28,30,5,0,SUNNY
1-1-1-8,2020,10,1,1,-10,12,RAINY
1-1-1-8,2020,10,2,-5,-7,9,RAINY
1-1-1-8,2020,10,3,2,-2,2,SNOWY
1-1-1-8,2020,10,4,47,31,5,SNOWY
1-1-1-8,2020,10,5,44,43,9,RAINY
1-1-1-8,2020,10,6,6,-4,9,SUNNY
1-1-1-8,2020,10,7,20,-2,2,RAINY
1-1-1-8,2020,10,8,-6,-9,9,SNOWY
1-1-1-8,2020,10,9,23,-4,7,RAINY
1-1-1-8,2020,10,10,3,2,8,CLOUDY
1-1-1-8,2020,10,11,6,1,11,RAINY
1-1-1-8,2020,10,12,50,48,1,CLOUDY
1-1-1-8,2020,10,13,-4,-9,7,CLOUDY
1-1-1-8,2020,10,14,2,-8,8,SUNNY
1-1-1-8,2020,10,15,6,-3,3,RAINY
1-1-1-8,2020,10,16,-1,-5,11,RAINY
1-1-1-8,2020,10,17,-3,-4,9,SNOWY
1-1-1-8,2020,10,18,49,20,7,SNOWY
1-1-1-8,2020,10,19,0,-2,2,SNOWY
1-1-1-8,2020,10,20,17,11,5,SUNNY
1-1-1-8,2020,10,21,12,-1,2,CLOUDY
1-1-1-8,2020,10,22,26,23,0,CLOUDY
1-1-1-8,2020,10,23,19,-9,5,CLOUDY
1-1-1-8,2020,10,24,-6,-10,11,SNOWY
1-1-1-8,2020,10,25,15,7,11,SUNNY
1-1-1-8,2020,10,26,27,-5,10,RAINY
1-1-1-8,2020,10,27,27,2,5,SNOWY
1-1-1-8,2020,10,28,-6,-8,6,SNOWY
1-1-1-8,2020,11,1,-9,-10,1,RAINY
1-1-1-8,2020,11,2,25,5,5,CLOUDY
1-1-1-8,2020,11,3,47,44,9,SUNNY
1-1-1-8,2020,11,4,40,32,0,SNOWY
1-1-1-8,2020,11,5,30,18,5,SNOWY
1-1-1-8,2020,11,6,10,7,7,SUNNY
1-1-1-8,2020,11,7,49,16,5,RAINY
1-1-1-8,2020,11,8,41,23,1,SUNNY
1-1-1-8,2020,11,9,10,1,9,RAINY
1-1-1-8,2020,11,10,20,-2,6,CLOUDY
1-1-1-8,2020,11,11,35,20,6,SNOWY
1-1-1-8,2020,11,12,18,17,2,SNOWY
1-1-1-8,2020,11,13,-2,-4,4,RAINY
1-1-1-8,2020,11,14,5,-9,7,SUNNY
1-1-1-8,2020,11,15,44,6,12,RAINY
1-1-1-8,2020,11,16,-3,-5,1,SNOWY
1-1-1-8,2020,11,17,-4,-10,11,SNOWY
1-1-1-8,2020,11,18,38,21,10,SNOWY
1-1-1-8,2020,11,19,42,24,10,RAINY
1-1-1-8,2020,11,20,50,22,0,RAINY
1-1-1-8,2020,11,21,5,-1,4,CLOUDY
1-1-1-8,2020,11,22,3,-3,6,SUNNY
1-1-1-8,2020,11,23,50,33,9,SNOWY
1-1-1-8,2020,11,24,37,-10,3,CLOUDY
1-1-1-8,2020,11,25,20,-1,1,RAINY
1-1-1-8,2020,11,26,22,-1,10,CLOUDY
1-1-1-8,2020,11,27,-6,-9,0,RAINY
1-1-1-8,2020,11,28,25,16,6,SUNNY
1-1-1-8,2020,12,1,34,3,6,SNOWY
1-1-1-8,2020,12,2,-8,-9,9,RAINY
1-1-1-8,2020,12,3,27,4,10,CLOUDY
1-1-1-8,2020,12,4,2,-2,5,CLOUDY
1-1-1-8,2020,12,5,-8,-10,3,SNOWY
1-1-1-8,2020,12,6,42,27,6,RAINY
1-1-1-8,2020,12,7,0,0,11,SNOWY
1-1-1-8,2020,12,8,9,-9,4,SNOWY
1-1-1-8,2020,12,9,32,-5,3,RAINY
1-1-1-8,2020,12,10,-7,-9,10,CLOUDY
1-1-1-8,2020,12,11,42,39,8,SNOWY
1-1-1-8,2020,12,12,-5,-7,12,RAINY
1-1-1-8,2020,12,13,1,-7,9,CLOUDY
1-1-1-8,2020,12,14,20,19,3,SUNNY
1-1-1-8,2020,12,15,-9,-10,12,SUNNY
1-1-1-8,2020,12,16,-1,-4,5,SUNNY
1-1-1-8,2020,12,17,31,28,3,RAINY
1-1-1-8,2020,12,18,11,7,5,SNOWY
1-1-1-8,2020,12,19,47,-10,4,SUNNY
1-1-1-8,2020,12,20,44,22,6,CLOUDY
1-1-1-8,2020,12,21,-6,-10,8,SUNNY
1-1-1-8,2020,12,22,7,4,9,SNOWY
1-1-1-8,2020,12,23,37,13,12,RAINY
1-1-1-8,2020,12,24,38,29,6,RAINY
1-1-1-8,2020,12,25,32,-3,11,RAINY
1-1-1-8,2020,12,26,39,11,12,CLOUDY
1-1-1-8,2020,12,27,7,-2,0,SUNNY
1-1-1-8,2020,12,28,12,2,6,RAINY
1-1-1-9,2020,1,1,12,-8,5,SNOWY
1-1-1-9,2020,1,2,-2,-7,10,CLOUDY
1-1-1-9,2020,1,3,-8,-10,6,SUNNY
1-1-1-9,2020,1,4,14,1,4,CLOUDY
1-1-1-9,2020,1,5,46,36,3,SNOWY
1-1-1-9,2020,1,6,6,-3,8,RAINY
1-1-1-9,2020,1,7,11,-7,8,RAINY
1-1-1-9,2020,1,8,34,23,0,CLOUDY
1-1-1-9,2020,1,9,47,28,0,SUNNY
1-1-1-9,2020,1,10,49,22,10,CLOUDY
1-1-1-9,2020,1,11,-9,-10,2,SUNNY
1-1-1-9,2020,1,12,10,7,2,SNOWY
1-1-1-9,2020,1,13,41,13,10,SUNNY
1-1-1-9,2020,1,14,40,-2,0,SUNNY
1-1-1-9,2020,1,15,3,-1,4,SNOWY
1-1-1-9,2020,1,16,24,9,9,CLOUDY
1-1-1-9,2020,1,17,-7,-10,1,RAINY
1-1-1-9,2020,1,18,41,-1,11,SUNNY
1-1-1-9,2020,1,19,50,-5,8,SNOWY
1-1-1-9,2020,1,20,1,-9,4,SNOWY
1-1-1-9,2020,1,21,37,-6,0,CLOUDY
1-1-1-9,2020,1,22,34,-9,10,CLOUDY
1-1-1-9,2020,1,23,30,11,10,SNOWY
1-1-1-9,2020,1,24,4,-7,10,SNOWY
1-1-1-9,2020,1,25,29,-9,0,CLOUDY
1-1-1-9,2020,1,26,48,6,9,SUNNY
1-1-1-9,2020,1,27,23,1,8,RAINY
1-1-1-9,2020,1,28,-8,-9,9,RAINY
1-1-1-9,2020,2,1,30,-6,2,SUNNY
1-1-1-9,2020,2,2,-6,-7,8,CLOUDY
1-1-1-9,2020,2,3,9,2,3,RAINY
1-1-1-9,2020,2,4,28,13,7,CLOUDY
1-1-1-9,2020,2,5,30,15,6,CLOUDY
1-1-1-9,2020,2,6,35,34,12,SNOWY
1-1-1-9,2020,2,7,-7,-8,7,RAINY
1-1-1-9,2020,2,8,43,23,9,CLOUDY
1-1-1-9,2020,2,9,-2,-6,11,RAINY
1-1-1-9,2020,2,10,-2,-7,4,RAINY
1-1-1-9,2020,2,11,4,-10,7,RAINY
1-1-1-9,2020,2,12,49,12,0,RAINY
1-1-1-9,2020,2,13,25,7,10,CLOUDY
1-1-1-9,2020,2,14,-1,-10,12,SNOWY
1-1-1-9,2020,2,15,48,42,4,RAINY
1-1-1-9,2020,2,16,11,-7,6,CLOUDY
1-1-1-9,2020,2,17,1,-5,1,SUNNY
1-1-1-9,2020,2,18,-10,-10,1,CLOUDY
1-1-1-9,2020,2,19,17,0,4,SNOWY
1-1-1-9,2020,2,20,38,34,10,RAINY
1-1-1-9,2020,2,21,48,38,9,SNOWY
1-1-1-9,2020,2,22,11,-7,4,CLOUDY
1-1-1-9,2020,2,23,43,15,12,RAINY
1-1-1-9,2020,2,24,27,-6,12,SUNNY
1-1-1-9,2020,2,25,13,1,11,SUNNY
1-1-1-9,2020,2,26,35,3,8,SUNNY
1-1-1-9,2020,2,27,35,27,8,SUNNY
1-1-1-9,2020,2,28,30,-1,11,SNOWY
1-1-1-9,2020,3,1,7,-9,8,CLOUDY
1-1-1-9,2020,3,2,27,14,9,SNOWY
1-1-1-9,2020,3,3,-4,-5,6,SUNNY
1-1-1-9,2020,3,4,10,-8,5,SNOWY
1-1-1-9,2020,3,5,17,-10,11,CLOUDY
1-1-1-9,2020,3,6,-9,-10,8,RAINY
1-1-1-9,2020,3,7,4,-9,12,CLOUDY
1-1-1-9,2020,3,8,-4,-6,1,SNOWY
1-1-1-9,2020,3,9,9,-9,11,SUNNY
1-1-1-9,2020,3,10,49,-10,12,CLOUDY
1-1-1-9,2020,3,11,-5,-9,7,RAINY
1-1-1-9,2020,3,12,48,-8,0,CLOUDY
1-1-1-9,2020,3,13,5,4,5,SUNNY
1-1-1-9,2020,3,14,43,22,7,RAINY
1-1-1-9,2020,3,15,-7,-8,10,SNOWY
1-1-1-9,2020,3,16,33,29,1,SUNNY
1-1-1-9,2020,3,17,32,11,12,CLOUDY
1-1-1-9,2020,3,18,23,6,2,SNOWY
1-1-1-9,2020,3,19,43,19,0,SUNNY
1-1-1-9,2020,3,20,39,32,11,CLOUDY
1-1-1-9,2020,3,21,12,11,7,RAINY
1-1-1-9,2020,3,22,20,16,4,SNOWY
1-1-1-9,2020,3,23,2,0,1,SUNNY
1-1-1-9,2020,3,24,9,1,12,CLOUDY
1-1-1-9,2020,3,25,30,8,1,SNOWY
1-1-1-9,2020,3,26,8,-4,8,RAINY
1-1-1-9,2020,3,27,37,-5,8,SUNNY
1-1-1-9,2020,3,28,8,-8,5,SNOWY
1-1-1-9,2020,4,1,-5,-10,9,CLOUDY
1-1-1-9,2020,4,2,16,-9,10,SUNNY
1-1-1-9,2020,4,3,20,3,11,RAINY
1-1-1-9,2020,4,4,4,-2,8,CLOUDY
1-1-1-9,2020,4,5,-10,-10,12,SUNNY
1-1-1-9,2020,4,6,9,3,2,SNOWY
1-1-1-9,2020,4,7,-2,-3,5,SUNNY
1-1-1-9,2020,4,8,50,48,4,SNOWY
1-1-1-9,2020,4,9,7,2,0,RAINY
1-1-1-9,2020,4,10,3,-7,11,RAINY
1-1-1-9,2020,4,11,28,1,3,SUNNY
1-1-1-9,2020,4,12,39,22,1,SUNNY
1-1-1-9,2020,4,13,39,4,0,SUNNY
1-1-1-9,2020,4,14,-10,-10,11,RAINY
1-1-1-9,2020,4,15,49,-7,9,CLOUDY
1-1-1-9,2020,4,16,6,-9,5,SUNNY
1-1-1-9,2020,4,17,-7,-9,1,CLOUDY
1-1-1-9,2020,4,18,32,23,7,SUNNY
1-1-1-9,2020,4,19,12,10,10,SUNNY
1-1-1-9,2020,4,20,17,8,5,RAINY
1-1-1-9,2020,4,21,8,-3,4,CLOUDY
1-1-1-9,2020,4,22,50,37,2,SNOWY
1-1-1-9,2020,4,23,37,36,2,RAINY
1-1-1-9,2020,4,24,22,-9,5,CLOUDY
1-1-1-9,2020,4,25,4,-7,6,SUNNY
1-1-1-9,2020,4,26,50,-4,10,RAINY
1-1-1-9,2020,4,27,24,15,8,CLOUDY
1-1-1-9,2020,4,28,22,20,2,SUNNY
1-1-1-9,2020,5,1,28,15,7,CLOUDY
1-1-1-9,2020,5,2,49,1,7,RAINY
1-1-1-9,2020,5,3,7,-9,8,RAINY
1-1-1-9,2020,5,4,6,-5,2,CLOUDY
1-1-1-9,2020,5,5,44,-3,4,SUNNY
1-1-1-9,2020,5,6,46,-9,6,SUNNY
1-1-1-9,2020,5,7,-5,-10,7,SNOWY
1-1-1-9,2020,5,8,24,-1,10,CLOUDY
1-1-1-9,2020,5,9,-5,-6,8,CLOUDY
1-1-1-9,2020,5,10,0,-4,5,SUNNY
1-1-1-9,2020,5,11,35,-2,6,SNOWY
1-1-1-9,2020,5,12,-1,-10,11,SUNNY
1-1-1-9,2020,5,13,-4,-8,8,SUNNY
1-1-1-9,2020,5,14,6,-7,11,SUNNY
1-1-1-9,2020,5,15,34,-8,3,RAINY
1-1-1-9,2020,5,16,43,35,11,SUNNY
1-1-1-9,2020,5,17,20,-7,8,SNOWY
1-1-1-9,2020,5,18,-6,-7,8,RAINY
1-1-1-9,2020,5,19,11,9,4,RAINY
1-1-1-9,2020,5,20,-10,-10,11,SNOWY
1-1-1-9,2020,5,21,22,-2,6,RAINY
1-1-1-9,2020,5,22,38,38,10,RAINY
1-1-1-9,2020,5,23,-3,-4,10,CLOUDY
1-1-1-9,2020,5,24,4,2,12,SNOWY
1-1-1-9,2020,5,25,23,8,0,SUNNY
1-1-1-9,2020,5,26,13,6,4,SNOWY
1-1-1-9,2020,5,27,50,18,10,RAINY
1-1-1-9,2020,5,28,-10,-10,10,CLOUDY
1-1-1-9,2020,6,1,27,1,5,RAINY
1-1-1-9,2020,6,2,49,20,5,SNOWY
1-1-1-9,2020,6,3,-10,-10,6,RAINY
1-1-1-9,2020,6,4,33,15,5,SUNNY
1-1-1-9,2020,6,5,-3,-7,11,RAINY
1-1-1-9,2020,6,6,-9,-10,2,RAINY
1-1-1-9,2020,6,7,10,-6,12,SNOWY
1-1-1-9,2020,6,8,19,15,1,RAINY
1-1-1-9,2020,6,9,24,18,5,CLOUDY
1-1-1-9,2020,6,10,33,31,11,RAINY
1-1-1-9,2020,6,11,49,49,3,RAINY
1-1-1-9,2020,6,12,-3,-6,6,SUNNY
1-1-1-9,2020,6,13,9,-10,1,SNOWY
1-1-1-9,2020,6,14,7,6,6,RAINY
1-1-1-9,2020,6,15,23,-6,0,SUNNY
1-1-1-9,2020,6,16,8,3,0,RAINY
1-1-1-9,2020,6,17,10,-6,1,SNOWY
1-1-1-9,2020,6,18,3,-2,6,SNOWY
1-1-1-9,2020,6,19,11,7,6,SNOWY
1-1-1-9,2020,6,20,19,19,4,SUNNY
1-1-1-9,2020,6,21,22,20,0,SNOWY
1-1-1-9,2020,6,22,3,-7,11,SNOWY
1-1-1-9,2020,6,23,-1,-4,7,CLOUDY
1-1-1-9,2020,6,24,43,5,10,RAINY
1-1-1-9,2020,6,25,42,11,7,SUNNY
1-1-1-9,2020,6,26,46,43,12,CLOUDY
1-1-1-9,2020,6,27,-2,-9,11,SUNNY
1-1-1-9,2020,6,28,32,10,4,CLOUDY
1-1-1-9,2020,7,1,14,12,11,CLOUDY
1-1-1-9,2020,7,2,12,-4,4,CLOUDY
1-1-1-9,2020,7,3,29,23,2,SUNNY
1-1-1-9,2020,7,4,5,1,2,CLOUDY
1-1-1-9,2020,7,5,50,43,4,CLOUDY
1-1-1-9,2020,7,6,-7,-10,12,SUNNY
1-1-1-9,2020,7,7,43,-10,5,SUNNY
1-1-1-9,2020,7,8,32,30,12,SUNNY
1-1-1-9,2020,7,9,49,19,9,RAINY
1-1-1-9,2020,7,10,0,0,1,RAINY
1-1-1-9,2020,7,11,31,22,1,RAINY
1-1-1-9,2020,7,12,16,-5,3,SUNNY
1-1-1-9,2020,7,13,4,2,9,CLOUDY
1-1-1-9,2020,7,14,21,12,5,RAINY
1-1-1-9,2020,7,15,-1,-4,11,SUNNY
1-1-1-9,2020,7,16,47,30,11,RAINY
1-1-1-9,2020,7,17,36,34,7,CLOUDY
1-1-1-9,2020,7,18,25,-4,9,SUNNY
1-1-1-9,2020,7,19,-5,-9,12,SNOWY
1-1-1-9,2020,7,20,34,10,10,SNOWY
1-1-1-9,2020,7,21,25,21,3,CLOUDY
1-1-1-9,2020,7,22,45,14,12,SNOWY
1-1-1-9,2020,7,23,27,0,12,SUNNY
1-1-1-9,2020,7,24,17,-10,5,SNOWY
1-1-1-9,2020,7,25,32,-5,0,SUNNY
1-1-1-9,2020,7,26,22,-5,4,CLOUDY
1-1-1-9,2020,7,27,-6,-8,11,CLOUDY
1-1-1-9,2020,7,28,9,-6,4,SUNNY
1-1-1-9,2020,8,1,11,9,9,SUNNY
1-1-1-9,2020,8,2,5,5,12,CLOUDY
1-1-1-9,2020,8,3,36,1,5,RAINY
1-1-1-9,2020,8,4,23,7,6,SNOWY
1-1-1-9,2020,8,5,2,-8,4,SNOWY
1-1-1-9,2020,8,6,43,32,8,SUNNY
1-1-1-9,2020,8,7,9,-3,8,SNOWY
1-1-1-9,2020,8,8,21,-7,5,SNOWY
1-1-1-9,2020,8,9,34,33,1,SNOWY
1-1-1-9,2020,8,10,30,29,7,SUNNY
1-1-1-9,2020,8,11,-4,-6,7,CLOUDY
1-1-1-9,2020,8,12,14,-3,6,SNOWY
1-1-1-9,2020,8,13,50,49,0,RAINY
1-1-1-9,2020,8,14,19,4,6,RAINY
1-1-1-9,2020,8,15,-5,-7,10,CLOUDY
1-1-1-9,2020,8,16,43,32,2,RAINY
1-1-1-9,2020,8,17,17,0,3,RAINY
1-1-1-9,2020,8,18,0,-2,11,CLOUDY
1-1-1-9,2020,8,19,37,31,0,SUNNY
1-1-1-9,2020,8,20,43,32,4,SUNNY
1-1-1-9,2020,8,21,-4,-10,12,CLOUDY
1-1-1-9,2020,8,22,19,9,6,CLOUDY
1-1-1-9,2020,8,23,38,8,9,SNOWY
1-1-1-9,2020,8,24,31,6,6,RAINY
1-1-1-9,2020,8,25,38,18,9,SUNNY
1-1-1-9,2020,8,26,15,12,7,SUNNY
1-1-1-9,2020,8,27,35,33,2,SNOWY
1-1-1-9,2020,8,28,49,45,9,SNOWY
1-1-1-9,2020,9,1,-5,-7,7,RAINY
1-1-1-9,2020,9,2,4,-4,6,RAINY
1-1-1-9,2020,9,3,-4,-7,12,CLOUDY
1-1-1-9,2020,9,4,29,12,6,CLOUDY
1-1-1-9,2020,9,5,33,22,9,SNOWY
1-1-1-9,2020,9,6,0,-7,9,SNOWY
1-1-1-9,2020,9,7,9,-2,2,SNOWY
1-1-1-9,2020,9,8,10,2,4,RAINY
1-1-1-9,2020,9,9,-10,-10,6,CLOUDY
1-1-1-9,2020,9,10,14,-5,7,RAINY
1-1-1-9,2020,9,11,39,25,1,CLOUDY
1-1-1-9,2020,9,12,9,-1,10,CLOUDY
1-1-1-9,2020,9,13,35,-8,5,CLOUDY
1-1-1-9,2020,9,14,42,9,0,RAINY
1-1-1-9,2020,9,15,50,27,2,RAINY
1-1-1-9,2020,9,16,33,-6,8,CLOUDY
1-1-1-9,2020,9,17,37,-4,6,CLOUDY
1-1-1-9,2020,9,18,-10,-10,3,RAINY
1-1-1-9,2020,9,19,20,7,3,RAINY
1-1-1-9,2020,9,20,29,26,2,SUNNY
1-1-1-9,2020,9,21,36,26,6,RAINY
1-1-1-9,2020,9,22,5,2,7,CLOUDY
1-1-1-9,2020,9,23,40,33,8,SUNNY
1-1-1-9,2020,9,24,-7,-10,6,SNOWY
1-1-1-9,2020,9,25,0,-7,2,SNOWY
1-1-1-9,2020,9,26,-6,-9,12,CLOUDY
1-1-1-9,2020,9,27,9,1,9,SNOWY
1-1-1-9,2020,9,28,-5,-7,9,CLOUDY
1-1-1-9,2020,10,1,-10,-10,2,CLOUDY
1-1-1-9,2020,10,2,4,-3,0,SNOWY
1-1-1-9,2020,10,3,25,15,11,RAINY
1-1-1-9,2020,10,4,4,-9,2,RAINY
1-1-1-9,2020,10,5,29,17,4,CLOUDY
1-1-1-9,2020,10,6,27,4,5,SUNNY
1-1-1-9,2020,10,7,-5,-7,12,SUNNY
1-1-1-9,2020,10,8,7,1,2,RAINY
1-1-1-9,2020,10,9,35,21,4,SNOWY
1-1-1-9,2020,10,10,30,5,5,SNOWY
1-1-1-9,2020,10,11,49,29,6,SNOWY
1-1-1-9,2020,10,12,29,-4,12,SUNNY
1-1-1-9,2020,10,13,38,8,1,SUNNY
1-1-1-9,2020,10,14,6,-7,2,SNOWY
1-1-1-9,2020,10,15,28,8,12,CLOUDY
1-1-1-9,2020,10,16,30,22,8,SNOWY
1-1-1-9,2020,10,17,4,4,10,SUNNY
1-1-1-9,2020,10,18,2,-9,6,CLOUDY
1-1-1-9,2020,10,19,-6,-9,9,SNOWY
1-1-1-9,2020,10,20,27,-5,7,SNOWY
1-1-1-9,2020,10,21,17,15,8,SUNNY
1-1-1-9,2020,10,22,2,-5,5,RAINY
1-1-1-9,2020,10,23,3,-1,2,CLOUDY
1-1-1-9,2020,10,24,37,29,12,RAINY
1-1-1-9,2020,10,25,-8,-10,0,RAINY
1-1-1-9,2020,10,26,32,30,7,SUNNY
1-1-1-9,2020,10,27,-5,-7,1,SNOWY
1-1-1-9,2020,10,28,25,-2,5,RAINY
1-1-1-9,2020,11,1,34,32,0,SNOWY
1-1-1-9,2020,11,2,0,-4,3,SUNNY
1-1-1-9,2020,11,3,-6,-9,7,SUNNY
1-1-1-9,2020,11,4,22,13,0,RAINY
1-1-1-9,2020,11,5,9,7,5,RAINY
1-1-1-9,2020,11,6,7,3,11,SNOWY
1-1-1-9,2020,11,7,20,14,11,SNOWY
1-1-1-9,2020,11,8,14,-1,9,CLOUDY
1-1-1-9,2020,11,9,2,-1,8,SNOWY
1-1-1-9,2020,11,10,-9,-10,5,RAINY
1-1-1-9,2020,11,11,21,-8,11,CLOUDY
1-1-1-9,2020,11,12,8,2,12,CLOUDY
1-1-1-9,2020,11,13,1,-5,11,CLOUDY
1-1-1-9,2020,11,14,17,11,9,RAINY
1-1-1-9,2020,11,15,-6,-8,4,SNOWY
1-1-1-9,2020,11,16,28,7,1,SUNNY
1-1-1-9,2020,11,17,-8,-10,10,SUNNY
1-1-1-9,2020,11,18,41,29,7,SUNNY
1-1-1-9,2020,11,19,19,-4,5,CLOUDY
1-1-1-9,2020,11,20,46,-9,10,SUNNY
1-1-1-9,2020,11,21,31,11,10,RAINY
1-1-1-9,2020,11,22,34,24,9,SUNNY
1-1-1-9,2020,11,23,22,9,4,RAINY
1-1-1-9,2020,11,24,14,8,11,RAINY
1-1-1-9,2020,11,25,5,-8,6,CLOUDY
1-1-1-9,2020,11,26,-1,-9,4,SUNNY
1-1-1-9,2020,11,27,12,1,7,RAINY
1-1-1-9,2020,11,28,-6,-9,10,SNOWY
1-1-1-9,2020,12,1,12,-5,7,RAINY
1-1-1-9,2020,12,2,15,10,2,CLOUDY
1-1-1-9,2020,12,3,-8,-10,11,CLOUDY
1-1-1-9,2020,12,4,36,25,3,SUNNY
1-1-1-9,2020,12,5,-9,-10,7,CLOUDY
1-1-1-9,2020,12,6,38,34,7,SNOWY
1-1-1-9,2020,12,7,-1,-10,0,RAINY
1-1-1-9,2020,12,8,10,3,0,SUNNY
1-1-1-9,2020,12,9,43,30,9,SNOWY
1-1-1-9,2020,12,10,-6,-8,5,CLOUDY
1-1-1-9,2020,12,11,17,16,11,CLOUDY
1-1-1-9,2020,12,12,24,22,10,CLOUDY
1-1-1-9,2020,12,13,43,22,7,CLOUDY
1-1-1-9,2020,12,14,38,18,6,CLOUDY
1-1-1-9,2020,12,15,6,3,7,SNOWY
1-1-1-9,2020,12,16,20,2,9,CLOUDY
1-1-1-9,2020,12,17,31,-7,6,SUNNY
1-1-1-9,2020,12,18,1,-10,3,CLOUDY
1-1-1-9,2020,12,19,46,33,12,RAINY
1-1-1-9,2020,12,20,9,7,5,SNOWY
1-1-1-9,2020,12,21,44,21,0,SUNNY
1-1-1-9,2020,12,22,50,15,6,RAINY
1-1-1-9,2020,12,23,36,9,3,RAINY
1-1-1-9,2020,12,24,14,3,6,CLOUDY
1-1-1-9,2020,12,25,39,4,12,SNOWY
1-1-1-9,2020,12,26,20,-1,3,SNOWY
